7377000.00000000,0.00002489,169.83906555
9836000.00000000,0.00002508,170.69728699
12295000.00000000,0.00002549,168.01801758
14754000.00000000,0.00002501,171.46860046
17213000.00000000,0.00002416,171.51319275
19672000.00000000,0.00002476,169.25528870
22131000.00000000,0.00002407,168.84031067
24590000.00000000,0.00002286,171.23782043
27049000.00000000,0.00002432,173.52569275
29508000.00000000,0.00002500,170.53893433
31967000.00000000,0.00002444,168.42344666
34426000.00000000,0.00002442,167.30081787
36885000.00000000,0.00002445,168.18774109
39344000.00000000,0.00002477,168.05146179
41803000.00000000,0.00002482,167.99230652
44262000.00000000,0.00002417,168.86651611
46721000.00000000,0.00002550,169.57835083
49180000.00000000,0.00002410,170.70035705
51639000.00000000,0.00002368,169.70455628
54098000.00000000,0.00002373,170.39237976
56557000.00000000,0.00002448,168.02501526
59016000.00000000,0.00002464,167.82875366
61475000.00000000,0.00002444,169.35329285
63934000.00000000,0.00002286,166.41914368
66393000.00000000,0.00002342,171.00518188
68852000.00000000,0.00002335,170.90017090
71311000.00000000,0.00002342,168.15252075
73770000.00000000,0.00002272,168.96578369
76229000.00000000,0.00002422,168.74090881
78688000.00000000,0.00002466,167.67640991
81147000.00000000,0.00002491,167.72731323
83606000.00000000,0.00002330,168.79748840
86065000.00000000,0.00002383,170.81815186
88524000.00000000,0.00002268,165.22928162
90983000.00000000,0.00002311,166.94847412
93442000.00000000,0.00002351,169.25333557
95901000.00000000,0.00002309,171.34092407
98360000.00000000,0.00002206,171.67379761
100819000.00000000,0.00002301,169.39767761
103278000.00000000,0.00002276,168.76539612
105737000.00000000,0.00002305,169.96786499
108196000.00000000,0.00002243,170.48769531
110655000.00000000,0.00002221,170.29155579
113114000.00000000,0.00002224,166.71349793
115573000.00000000,0.00002146,167.11161804
118032000.00000000,0.00002321,166.40411682
120491000.00000000,0.00002275,167.43961182
122950000.00000000,0.00002258,167.10421753
125409000.00000000,0.00002197,165.17529297
127868000.00000000,0.00002222,167.95536804
130327000.00000000,0.00002007,170.62755737
132786000.00000000,0.00002046,168.77306824
135245000.00000000,0.00002106,168.92969360
137704000.00000000,0.00002109,169.00253906
140163000.00000000,0.00002121,167.14090881
142622000.00000000,0.00002196,167.93468323
145081000.00000000,0.00002067,165.02228394
147540000.00000000,0.00001990,172.22736206
149999000.00000000,0.00002079,168.66796265
152458000.00000000,0.00002010,166.42163696
154917000.00000000,0.00002011,163.71629639
157376000.00000000,0.00001984,168.51600952
159835000.00000000,0.00002014,166.31338806
162294000.00000000,0.00002000,167.86758728
164753000.00000000,0.00002049,166.56858216
167212000.00000000,0.00001942,165.49928894
169671000.00000000,0.00001913,165.42371826
172130000.00000000,0.00001862,168.98735046
174589000.00000000,0.00002033,170.08112793
177048000.00000000,0.00001853,170.48717346
179507000.00000000,0.00001877,168.49993896
181966000.00000000,0.00001920,163.21549072
184425000.00000000,0.00001876,168.93255920
186884000.00000000,0.00001875,169.36995239
189343000.00000000,0.00001771,169.54555054
191802000.00000000,0.00001806,166.89491272
194261000.00000000,0.00001773,166.20654602
196720000.00000000,0.00001855,165.97810364
199179000.00000000,0.00001776,163.92618408
