7377000.00000000,0.00002229,97.32715454
9836000.00000000,0.00002197,109.46463623
12295000.00000000,0.00002132,122.59577789
14754000.00000000,0.00002096,134.71541748
17213000.00000000,0.00002133,149.44757385
19672000.00000000,0.00002147,166.90979919
22131000.00000000,0.00002102,-37.29449463
24590000.00000000,0.00002299,-172.61978150
27049000.00000000,0.00002171,-153.74498901
29508000.00000000,0.00002160,-140.56897278
31967000.00000000,0.00002262,-128.63367767
34426000.00000000,0.00002233,-110.92548523
36885000.00000000,0.00002217,-100.34786224
39344000.00000000,0.00002241,-80.89987488
41803000.00000000,0.00002181,-74.04098358
44262000.00000000,0.00002256,-59.76879883
46721000.00000000,0.00002179,-41.02638779
49180000.00000000,0.00002156,-27.62880516
51639000.00000000,0.00002150,-13.87963200
54098000.00000000,0.00002078,-1.41794069
56557000.00000000,0.00001981,14.58445358
59016000.00000000,0.00002095,24.96163673
61475000.00000000,0.00002082,41.58138046
63934000.00000000,0.00002031,58.12673798
66393000.00000000,0.00002046,70.27027435
68852000.00000000,0.00002036,85.53651886
71311000.00000000,0.00002136,100.27675324
73770000.00000000,0.00002089,115.65540924
76229000.00000000,0.00001980,126.62129059
78688000.00000000,0.00001932,141.38784180
81147000.00000000,0.00002068,153.35257568
83606000.00000000,0.00002056,169.74266052
86065000.00000000,0.00002065,-176.38676453
88524000.00000000,0.00002035,-160.47351990
90983000.00000000,0.00002108,-151.00617065
93442000.00000000,0.00002045,-131.91388702
95901000.00000000,0.00002152,-117.57138062
98360000.00000000,0.00002144,-105.15212555
100819000.00000000,0.00002006,-92.12358398
103278000.00000000,0.00002032,-77.68497314
105737000.00000000,0.00002011,-63.16134262
108196000.00000000,0.00001955,-48.54765320
110655000.00000000,0.00002006,-36.44729729
113114000.00000000,0.00001968,-20.37355843
115573000.00000000,0.00001952,-9.24600296
118032000.00000000,0.00001886,6.32785580
120491000.00000000,0.00001831,22.59047508
122950000.00000000,0.00001957,35.79955673
125409000.00000000,0.00001872,51.49499130
127868000.00000000,0.00001872,64.60595169
130327000.00000000,0.00001859,79.32907105
132786000.00000000,0.00001808,92.86228027
135245000.00000000,0.00001748,105.81358948
137704000.00000000,0.00001852,120.87364349
140163000.00000000,0.00001878,134.48360596
142622000.00000000,0.00001767,151.84040527
145081000.00000000,0.00001798,162.04361572
147540000.00000000,0.00001840,103.38880920
149999000.00000000,0.00001921,-169.99577942
152458000.00000000,0.00001878,-154.78861694
154917000.00000000,0.00001804,-143.08621216
157376000.00000000,0.00001778,-126.30462799
159835000.00000000,0.00001859,-116.65776367
162294000.00000000,0.00001798,-96.52505798
164753000.00000000,0.00001841,-87.77517395
167212000.00000000,0.00001741,-72.51055145
169671000.00000000,0.00001681,-61.69864426
172130000.00000000,0.00001709,-45.05113983
174589000.00000000,0.00001843,-28.41838875
177048000.00000000,0.00001690,-13.63125172
179507000.00000000,0.00001681,0.85959495
181966000.00000000,0.00001649,12.35618515
184425000.00000000,0.00001596,28.96896286
186884000.00000000,0.00001630,41.70475616
189343000.00000000,0.00001459,60.04892578
191802000.00000000,0.00001595,71.41921082
194261000.00000000,0.00001685,85.32475891
196720000.00000000,0.00001519,98.85518494
199179000.00000000,0.00001590,119.87640533
